Name,Rating,Reviews,Category,Address,city,country,Website,Phone,Url
Madame Mai Hamburg,4.7,818,Fusion restaurant,"Stahltwiete 19a, 22761 Hamburg, Germany",Bremen,NA,http://www.madamemai-hamburg.de/,+49 40 32591294,https://www.google.com/maps/place/Madame+Mai+Hamburg/data=!4m7!3m6!1s0x47b185baed3151ad:0x69221467ff97f5b8!8m2!3d53.562317!4d9.925501!16s%2Fg%2F11t055dvp1!19sChIJrVEx7bqFsUcRuPWX_2cUImk?authuser=0&hl=en&rclk=1
Mar Y Sol,4.4,412,Bar,"36 Ottenser Hauptstraße, Ottenser Hauptstraße 34, 22765 Hamburg, Germany",Bremen,NA,NA,+49 40 3907774,https://www.google.com/maps/place/Mar+Y+Sol/data=!4m7!3m6!1s0x47b185859cb57e77:0x1de6e9c24b2ef6fe!8m2!3d53.5520491!4d9.9290554!16s%2Fg%2F1tfx3z74!19sChIJd361nIWFsUcR_vYuS8Lp5h0?authuser=0&hl=en&rclk=1
Gasthaus Zur Post,4.7,"1,060",German restaurant,"Estedeich 88, 21129 Hamburg, Germany",Bremen,NA,https://gasthaus-zur-post-cranz.de/,+49 40 7459409,https://www.google.com/maps/place/Gasthaus+Zur+Post/data=!4m7!3m6!1s0x47b18315e1ff70fd:0x8e70220723891e29!8m2!3d53.5348463!4d9.7785103!16s%2Fg%2F1thkqrlv!19sChIJ_XD_4RWDsUcRKR6JIwcicI4?authuser=0&hl=en&rclk=1
Restaurant Békaa,4.5,447,Lebanese restaurant,"Rentzelstraße 50, 20146 Hamburg, Germany",Bremen,NA,http://www.bekaa.de/,+49 40 454975,https://www.google.com/maps/place/Restaurant+B%C3%A9kaa/data=!4m7!3m6!1s0x47b18f3f32c87f35:0x881a5f0941353808!8m2!3d53.565044!4d9.9776341!16s%2Fg%2F1tdxjy5t!19sChIJNX_IMj-PsUcRCDg1QQlfGog?authuser=0&hl=en&rclk=1
Kutscherschänke - Uriges Wirtshaus,4.5,"7,221",German restaurant,"Münzgasse 10, 01067 Dresden, Germany",Dresden,Germany,https://www.kutscherschaenke-dresden.de/,+49 351 4965123,https://www.google.com/maps/place/Kutschersch%C3%A4nke+-+Uriges+Wirtshaus/data=!4m7!3m6!1s0x4709cf42ae9f1a45:0xed2e47b4c546a4d0!8m2!3d51.0529998!4d13.7414532!16s%2Fg%2F1tslhff_!19sChIJRRqfrkLPCUcR0KRGxbRHLu0?authuser=0&hl=en&rclk=1
Pulverturm,4.5,"4,089",Restaurant,"An d. Frauenkirche 12, 01067 Dresden, Germany",Dresden,Germany,https://pulverturm-dresden.de/,+49 351 262600,https://www.google.com/maps/place/Pulverturm/data=!4m7!3m6!1s0x4709cf42c8247141:0xd8cab277a6574f25!8m2!3d51.052254!4d13.742317!16s%2Fg%2F11g_zzcdp!19sChIJQXEkyELPCUcRJU9Xpneyytg?authuser=0&hl=en&rclk=1
Restaurants in Dresden,5.0,1,Information services,"Eppendorfer Landstraße 65, 20249 Hamburg, Germany",Dresden,NA,NA,NA,https://www.google.com/maps/place/Restaurants+in+Dresden/data=!4m7!3m6!1s0x47b188c844c02837:0xb3431d28758870d2!8m2!3d53.5898397!4d9.9867279!16s%2Fg%2F11gycf4xmj!19sChIJNyjARMiIsUcR0nCIdSgdQ7M?authuser=0&hl=en&rclk=1
Coselpalais - Restaurant & Grand Café,4.6,"3,346",Restaurant,"An d. Frauenkirche 12, 01067 Dresden, Germany",Dresden,Germany,https://www.coselpalais-dresden.de/,+49 351 4962444,https://www.google.com/maps/place/Coselpalais+-+Restaurant+%26+Grand+Caf%C3%A9/data=!4m7!3m6!1s0x4709cf42c8247141:0x629e2577f9815a88!8m2!3d51.0522024!4d13.742471!16s%2Fg%2F1v7px5kf!19sChIJQXEkyELPCUcRiFqB-XclnmI?authuser=0&hl=en&rclk=1
Zum Schießhaus,4.5,"2,467",European restaurant,"Am Schießhaus 19, 01067 Dresden, Germany",Dresden,Germany,http://www.zum-schiesshaus.de/,+49 351 4845990,https://www.google.com/maps/place/Zum+Schie%C3%9Fhaus/data=!4m7!3m6!1s0x4709cf6fe5ccf83f:0xdedcc18d419929a4!8m2!3d51.0546107!4d13.7275208!16s%2Fg%2F1tfx3m67!19sChIJP_jM5W_PCUcRpCmZQY3B3N4?authuser=0&hl=en&rclk=1
Sophienkeller im Taschenbergpalais,4.6,"4,615",Restaurant,"Taschenberg 3, 01067 Dresden, Germany",Dresden,Germany,https://sophienkeller-dresden.de/,+49 351 497260,https://www.google.com/maps/place/Sophienkeller+im+Taschenbergpalais/data=!4m7!3m6!1s0x4709cf66327ae77b:0xa96c53b504e3acae!8m2!3d51.0518733!4d13.7349099!16s%2Fg%2F1tghbvsk!19sChIJe-d6MmbPCUcRrqzjBLVTbKk?authuser=0&hl=en&rclk=1
DRESDEN 1900 Museumsgastronomie,4.3,"3,327",Restaurant,"An d. Frauenkirche 20, 01067 Dresden, Germany",Dresden,Germany,http://www.dresden1900.de/,+49 351 48205858,https://www.google.com/maps/place/DRESDEN+1900+Museumsgastronomie/data=!4m7!3m6!1s0x4709cf5d461a736b:0xd4b6bd825bf2624e!8m2!3d51.0513509!4d13.7413711!16s%2Fg%2F1tfh3c4z!19sChIJa3MaRl3PCUcRTmLyW4K9ttQ?authuser=0&hl=en&rclk=1
Gänsedieb,4.5,"2,086",Restaurant,"Weiße Gasse 1, 01067 Dresden, Germany",Dresden,Germany,http://www.gaensedieb.de/,+49 351 4850905,https://www.google.com/maps/place/G%C3%A4nsedieb/data=!4m7!3m6!1s0x4709cf5d9ae15dc9:0xe8948b54c5f76110!8m2!3d51.0490245!4d13.7399272!16s%2Fg%2F1q5bn944l!19sChIJyV3hml3PCUcREGH3xVSLlOg?authuser=0&hl=en&rclk=1
edelweiss - Alpenrestaurant,4.2,"2,817",Swiss restaurant,"An d. Frauenkirche 7, 01067 Dresden, Germany",Dresden,Germany,https://www.edelweiss-alpenrestaurant.de/,+49 351 4989836,https://www.google.com/maps/place/edelweiss+-+Alpenrestaurant/data=!4m7!3m6!1s0x4709cf42ae13ec63:0xe51f99adfffd6dbe!8m2!3d51.0524482!4d13.7415097!16s%2Fg%2F1thl43yk!19sChIJY-wTrkLPCUcRvm39_62ZH-U?authuser=0&hl=en&rclk=1
Augustiner an der Frauenkirche Restaurant,4.3,"4,745",Bavarian restaurant,"An d. Frauenkirche 16-17, 01067 Dresden, Germany",Dresden,Germany,http://www.augustiner-dresden.com/,+49 351 49776650,https://www.google.com/maps/place/Augustiner+an+der+Frauenkirche+Restaurant/data=!4m7!3m6!1s0x4709cf42c8247141:0x92a0595895881dbb!8m2!3d51.0516633!4d13.7423267!16s%2Fg%2F1tnsqmy_!19sChIJQXEkyELPCUcRux2IlVhZoJI?authuser=0&hl=en&rclk=1
Ristorante Mamma Mia,4.6,"4,669",Italian restaurant,"Kreuzstraße 1-3, 01067 Dresden, Germany",Dresden,Germany,http://www.mammamia-dresden.de/,+49 351 4976600,https://www.google.com/maps/place/Ristorante+%22Mamma+Mia%22/data=!4m7!3m6!1s0x4709cf5da35c38f1:0x623037b6d1dca9c6!8m2!3d51.0487481!4d13.7408603!16s%2Fg%2F11b75fvh5j!19sChIJ8Thco13PCUcRxqnc0bY3MGI?authuser=0&hl=en&rclk=1
Restaurant brennNessel Dresden,4.6,"1,584",Restaurant,"Schützengasse 18, 01067 Dresden, Germany",Dresden,Germany,http://www.brennnessel-dresden.de/,+49 351 21789068,https://www.google.com/maps/place/Restaurant+brennNessel+Dresden/data=!4m7!3m6!1s0x4709cf701b55e103:0x823eb758b5e35d39!8m2!3d51.0544413!4d13.7262174!16s%2Fg%2F1tcv50br!19sChIJA-FVG3DPCUcROV3jtVi3PoI?authuser=0&hl=en&rclk=1
La Osteria,4.2,"2,379",Italian restaurant,"Kreuzstraße 1, 01067 Dresden, Germany",Dresden,Germany,http://www.laosteria.de/,+49 351 4976230,https://www.google.com/maps/place/La+Osteria/data=!4m7!3m6!1s0x4709cf5dbb9158c1:0x3966d4b93b34d214!8m2!3d51.0487141!4d13.7411375!16s%2Fg%2F1tl1m4qf!19sChIJwViRu13PCUcRFNI0O7nUZjk?authuser=0&hl=en&rclk=1
Tapas Barcelona,4.2,"2,326",Spanish restaurant,"Weiße Gasse 6, 01067 Dresden, Germany",Dresden,Germany,http://www.tapasbarcelona.de/,+49 351 4852583,https://www.google.com/maps/place/Tapas+Barcelona/data=!4m7!3m6!1s0x4709cf5d9f7c7c3f:0x3621830de58889e2!8m2!3d51.0493506!4d13.7407305!16s%2Fg%2F1thtbvng!19sChIJP3x8n13PCUcR4omI5Q2DITY?authuser=0&hl=en&rclk=1
Restaurant Carolaschlösschen Dresden,4.4,"4,826",Restaurant,"Querallee 7, 01219 Dresden, Germany",Dresden,Germany,http://www.carolaschloesschen.de/,+49 351 2506000,https://www.google.com/maps/place/Restaurant+Carolaschl%C3%B6sschen+Dresden/data=!4m7!3m6!1s0x4709c5ffde082171:0x6bedc469201ffda1!8m2!3d51.0334855!4d13.7637081!16s%2Fg%2F1tsynh8x!19sChIJcSEI3v_FCUcRof0fIGnE7Ws?authuser=0&hl=en&rclk=1
Wilma Wunder Dresden,4.3,"4,016",German restaurant,"Altmarkt 21-23, 01067 Dresden, Germany",Dresden,Germany,https://dresden.wilma-wunder.de/,+49 351 21630335,https://www.google.com/maps/place/Wilma+Wunder+Dresden/data=!4m7!3m6!1s0x4709cf670e738575:0x411debb90e0b7f0a!8m2!3d51.0496148!4d13.7368401!16s%2Fg%2F11fxvxwq7s!19sChIJdYVzDmfPCUcRCn8LDrnrHUE?authuser=0&hl=en&rclk=1
die Pastamanufaktur,4.4,751,Italian restaurant,"An d. Dreikönigskirche 3, 01097 Dresden, Germany",Dresden,Germany,http://www.diepastamanufaktur.de/,+49 351 3237799,https://www.google.com/maps/place/die+Pastamanufaktur/data=!4m7!3m6!1s0x4709cf6aeb631051:0x7a27812aa90b628e!8m2!3d51.06081!4d13.74276!16s%2Fg%2F1th1bf42!19sChIJURBj62rPCUcRjmILqSqBJ3o?authuser=0&hl=en&rclk=1
Förster's Restaurant,4.4,827,Restaurant,"Weiße Gasse 5, 01067 Dresden, Germany",Dresden,Germany,http://www.foersters-dresden.de/,+49 351 4848701,https://www.google.com/maps/place/F%C3%B6rster%27s+Restaurant/data=!4m7!3m6!1s0x4709cf5d77cf5dcd:0xa8c0e0d3219291ce!8m2!3d51.0494395!4d13.7402626!16s%2Fg%2F1tdc3ygy!19sChIJzV3Pd13PCUcRzpGSIdPgwKg?authuser=0&hl=en&rclk=1
SFIZIO,4.6,"3,000",Italian restaurant,"Wilsdruffer Str. 20, 01067 Dresden, Germany",Dresden,Germany,http://www.italienisches-restaurant-dresden.de/,+49 351 65352881,https://www.google.com/maps/place/SFIZIO/data=!4m7!3m6!1s0x4709cf67b10341e5:0xa22beb0210a4e105!8m2!3d51.05079!4d13.736914!16s%2Fg%2F11gfj_4_5h!19sChIJ5UEDsWfPCUcRBeGkEALrK6I?authuser=0&hl=en&rclk=1
Stresa,4.7,691,Restaurant,"Augsburger Str. 85, 01277 Dresden, Germany",Dresden,Germany,http://www.restaurant-stresa.de/,+49 351 65615730,https://www.google.com/maps/place/Stresa/data=!4m7!3m6!1s0x4709c899d4869bf1:0xd126ae221ebfe837!8m2!3d51.0446703!4d13.8004108!16s%2Fg%2F12hpkyv84!19sChIJ8ZuG1JnICUcRN-i_HiKuJtE?authuser=0&hl=en&rclk=1
Restaurant Alberthafen Dresden,4.5,"1,730",Restaurant,"Magdeburger Str. 58, 01067 Dresden, Germany",Dresden,Germany,http://www.alberthafen.com/,+49 351 4982110,https://www.google.com/maps/place/Restaurant+Alberthafen+Dresden/data=!4m7!3m6!1s0x4709c587e8bb697f:0x217391b104f55c44!8m2!3d51.0643985!4d13.7159335!16s%2Fg%2F1tfv3vjq!19sChIJf2m76IfFCUcRRFz1BLGRcyE?authuser=0&hl=en&rclk=1
bodega MADRID,4.1,"1,591",Spanish restaurant,"Neumarkt 12, 01067 Dresden, Germany",Dresden,Germany,http://www.bodegamadrid.de/,+49 351 49773800,https://www.google.com/maps/place/bodega+MADRID/data=!4m7!3m6!1s0x4709cf5d5e72cfdf:0x61017f9da78b6b1d!8m2!3d51.0507391!4d13.7403541!16s%2Fg%2F11c56rbywq!19sChIJ389yXl3PCUcRHWuLp51_AWE?authuser=0&hl=en&rclk=1
Steak Royal,4.5,"1,405",Steak house,"Weiße Gasse 4, 01067 Dresden, Germany",Dresden,Germany,http://steak-royal.de/,+49 351 4842888,https://www.google.com/maps/place/Steak+Royal/data=!4m7!3m6!1s0x4709cf5d9facdb7d:0x6faf64a759eafc0b!8m2!3d51.049063!4d13.7405775!16s%2Fg%2F11bwyx526g!19sChIJfdusn13PCUcRC_zqWadkr28?authuser=0&hl=en&rclk=1
Ontario - Canadian Steakhouse,4.3,"2,534",Steak house,"An d. Frauenkirche 2, 01067 Dresden, Germany",Dresden,Germany,https://www.ontario-dresden.de/,+49 351 40288660,https://www.google.com/maps/place/Ontario+-+Canadian+Steakhouse/data=!4m7!3m6!1s0x4709cf42ac92c35b:0xfaa630da6c97efe6!8m2!3d51.0520393!4d13.7409072!16s%2Fg%2F1tf56lgn!19sChIJW8OSrELPCUcR5u-XbNowpvo?authuser=0&hl=en&rclk=1
Max Altstadt,4.3,"1,972",Restaurant,"Wilsdruffer Str. 24, 01067 Dresden, Germany",Dresden,Germany,https://www.max-dresden.de/,+49 351 48433870,https://www.google.com/maps/place/Max+Altstadt/data=!4m7!3m6!1s0x4709cf6643d6f32d:0xa0881f313c811b8b!8m2!3d51.0511597!4d13.7347336!16s%2Fg%2F11f18jgbxm!19sChIJLfPWQ2bPCUcRixuBPDEfiKA?authuser=0&hl=en&rclk=1
HANS IM GLÜCK - DRESDEN Altmarkt,4.5,"8,963",Hamburger restaurant,"Altmarkt 24, 01067 Dresden, Germany",Dresden,Germany,https://hansimglueck-burgergrill.de/burger-restaurant/dresden-altmarkt/?utm_source=google&utm_medium=yext&utm_campaign=44,+49 351 31779486,https://www.google.com/maps/place/HANS+IM+GL%C3%9CCK+-+DRESDEN+Altmarkt/data=!4m7!3m6!1s0x4709cf67a708ae21:0x8ae87c53e6d0cb0a!8m2!3d51.0499393!4d13.7368966!16s%2Fg%2F11bxfk2jy9!19sChIJIa4Ip2fPCUcRCsvQ5lN86Io?authuser=0&hl=en&rclk=1
Ballhaus Watzke,4.3,"3,108",Brewpub,"Kötzschenbroder Str. 1, 01139 Dresden, Germany",Dresden,Germany,http://www.watzke.de/,+49 351 852920,https://www.google.com/maps/place/Ballhaus+Watzke/data=!4m7!3m6!1s0x4709cfaf4ac81a33:0x96c08d5e293c81bb!8m2!3d51.0775639!4d13.7158304!16s%2Fg%2F121vxcd1!19sChIJMxrISq_PCUcRu4E8KV6NwJY?authuser=0&hl=en&rclk=1
lila Soße,4.7,"1,224",Restaurant,"Alaunstraße 70, 01099 Dresden, Germany",Dresden,Germany,http://www.lilasosse.de/,+49 351 8036723,https://www.google.com/maps/place/lila+So%C3%9Fe/data=!4m7!3m6!1s0x4709cf3c4f7e6ed3:0x8aff715e9e353ee1!8m2!3d51.0681687!4d13.7536534!16s%2Fg%2F1thhj6hq!19sChIJ025-TzzPCUcR4T41nl5x_4o?authuser=0&hl=en&rclk=1
Restaurant Wohnstube,4.4,78,Restaurant,"Schloßstraße 16, 01067 Dresden, Germany",Dresden,Germany,https://www.h-hotels.com/de/hyperion/hotels/hyperion-hotel-dresden/hotel/gastronomie,+49 351 501200,https://www.google.com/maps/place/Restaurant+Wohnstube/data=!4m7!3m6!1s0x4709cf6875fc92b7:0xb69a3fbc6d4ad402!8m2!3d51.0519444!4d13.7377778!16s%2Fm%2F011tyqgy!19sChIJt5L8dWjPCUcRAtRKbbw_mrY?authuser=0&hl=en&rclk=1
Trattoria La Piazzetta,4.5,779,Italian restaurant,"Neustädter Markt 8, 01097 Dresden, Germany",Dresden,Germany,https://www.piazzetta-dresden.de/,+49 351 5634126,https://www.google.com/maps/place/Trattoria+La+Piazzetta/data=!4m7!3m6!1s0x4709cf6a1236ea9d:0x87897c34b10ba612!8m2!3d51.0581655!4d13.7423987!16s%2Fg%2F1tgn_hzz!19sChIJneo2EmrPCUcREqYLsTR8iYc?authuser=0&hl=en&rclk=1
Schnizz Dresden-Mitte - mein Schnitzelrestaurant,4.2,"1,322",German restaurant,"Blochmannstraße 24, 01069 Dresden, Germany",Dresden,Germany,https://www.schnizz.de/,+49 351 4403637,https://www.google.com/maps/place/Schnizz+Dresden-Mitte+-+mein+Schnitzelrestaurant/data=!4m7!3m6!1s0x4709cf50177cdbb1:0xf93a2490b524691e!8m2!3d51.0495333!4d13.7555498!16s%2Fg%2F1tfz_sts!19sChIJsdt8F1DPCUcRHmkktZAkOvk?authuser=0&hl=en&rclk=1
Little India Restaurant,4.6,"1,185",Indian restaurant,"Louisenstraße 48, 01099 Dresden, Germany",Dresden,Germany,http://www.littleindia-dresden.de/,+49 351 32326400,https://www.google.com/maps/place/Little+India+Restaurant/data=!4m7!3m6!1s0x4709cf98d045d469:0x19b0645de2cb2add!8m2!3d51.0660361!4d13.7547182!16s%2Fg%2F1tfkv0b0!19sChIJadRF0JjPCUcR3SrL4l1ksBk?authuser=0&hl=en&rclk=1
Restaurant & Veranstaltungsstätte - Wachstube in Dresden,4.5,"1,638",Restaurant,"Lennéstraße 9, 01069 Dresden, Germany",Dresden,Germany,https://www.wachstube-dresden.de/,+49 351 4466975,https://www.google.com/maps/place/Restaurant+%26+Veranstaltungsst%C3%A4tte+-+Wachstube+in+Dresden/data=!4m7!3m6!1s0x4709cf57913d31df:0x585a03da43c5cfe3!8m2!3d51.0425203!4d13.7522664!16s%2Fg%2F1tgfnvgp!19sChIJ3zE9kVfPCUcR48_FQ9oDWlg?authuser=0&hl=en&rclk=1
Las Tapas,4.5,"3,005",Spanish restaurant,"Münzgasse 4, 01067 Dresden, Germany",Dresden,Germany,http://www.las-tapas.de/,+49 351 4960108,https://www.google.com/maps/place/Las+Tapas/data=!4m7!3m6!1s0x4709cf6720a25b0f:0x12d68d271a8c8803!8m2!3d51.0527778!4d13.7413889!16s%2Fg%2F11y3lpfcg!19sChIJD1uiIGfPCUcRA4iMGieN1hI?authuser=0&hl=en&rclk=1
Violino,4.5,579,Italian restaurant,"Webergasse 1, 01067 Dresden, Germany",Dresden,Germany,NA,+49 351 4842450,https://www.google.com/maps/place/Violino/data=!4m7!3m6!1s0x41719061db2309d1:0xf0bd45e3c42c6a56!8m2!3d51.0491472!4d13.7358672!16s%2Fg%2F1tfd5p6f!19sChIJ0Qkj22GQcUERVmosxONFvfA?authuser=0&hl=en&rclk=1
L'Osteria,4.3,"6,777",Italian restaurant,"Wilsdruffer Str. 14-16, 01067 Dresden, Germany",Dresden,Germany,https://losteria.net/de/restaurants/restaurant/dresden-wilsdruffer-strasse/?utm_source=google&utm_medium=Yext,+49 351 48287810,https://www.google.com/maps/place/L%27Osteria/data=!4m7!3m6!1s0x4709cf5d64464f8d:0x7ddd3c5b6674dcf2!8m2!3d51.0502891!4d13.7404833!16s%2Fg%2F1q69k1rrd!19sChIJjU9GZF3PCUcR8tx0Zls83X0?authuser=0&hl=en&rclk=1
Aposto Dresden,4.3,"2,957",Italian restaurant,"Seestraße 10, 01067 Dresden, Germany",Dresden,Germany,https://dresden.aposto.eu/,+49 351 42467840,https://www.google.com/maps/place/Aposto+Dresden/data=!4m7!3m6!1s0x4709cf673f371789:0x22f32a9013d9b42c!8m2!3d51.0483633!4d13.7366829!16s%2Fg%2F11cm_hq1rk!19sChIJiRc3P2fPCUcRLLTZE5Aq8yI?authuser=0&hl=en&rclk=1
Restaurant Genuss-Atelier,4.8,705,Fine dining restaurant,"Bautzner Str. 149, 01099 Dresden, Germany",Dresden,Germany,https://www.genuss-atelier.net/de/,+49 351 25028337,https://www.google.com/maps/place/Restaurant+Genuss-Atelier/data=!4m7!3m6!1s0x4709cf32ea944f79:0xda010ef048c19ac4!8m2!3d51.0676276!4d13.7760473!16s%2Fg%2F11b6q8z83_!19sChIJeU-U6jLPCUcRxJrBSPAOAdo?authuser=0&hl=en&rclk=1
Acheron,4.6,"1,952",Greek restaurant,"Königstraße 5A, 01097 Dresden, Germany",Dresden,Germany,https://www.restaurant-acheron.de/,+49 351 30902071,https://www.google.com/maps/place/Acheron/data=!4m7!3m6!1s0x4709cf6b1ef8ac17:0xbed946788e13dabc!8m2!3d51.061157!4d13.7410058!16s%2Fg%2F1pzt2_fk1!19sChIJF6z4HmvPCUcRvNoTjnhG2b4?authuser=0&hl=en&rclk=1
ALEX Dresden am Schloss,4.2,"6,839",Restaurant,"Schloßstraße 7-9, 01067 Dresden, Germany",Dresden,Germany,http://www.dein-alex.de/dresden,+49 351 40763260,https://www.google.com/maps/place/ALEX+Dresden+am+Schloss/data=!4m7!3m6!1s0x4709cf67c8b85891:0xb081a52a102b6022!8m2!3d51.0514372!4d13.7371979!16s%2Fg%2F11b77wbnjm!19sChIJkVi4yGfPCUcRImArECqlgbA?authuser=0&hl=en&rclk=1
El Español,4.4,"1,270",Spanish restaurant,"An d. Dreikönigskirche 7, 01097 Dresden, Germany",Dresden,Germany,http://www.elespanol.de/,+49 351 8048670,https://www.google.com/maps/place/El+Espa%C3%B1ol/data=!4m7!3m6!1s0x4709cf6ae911bdd9:0x82c674d2859eda5c!8m2!3d51.06096!4d13.74238!16s%2Fg%2F1tffhh1z!19sChIJ2b0R6WrPCUcRXNqehdJ0xoI?authuser=0&hl=en&rclk=1
Brühlscher Garten,4.1,944,Restaurant,"Brühlscher Garten 4, 01067 Dresden, Germany",Dresden,Germany,https://www.bruehlscher-garten.de/,+49 351 4818901,https://www.google.com/maps/place/Br%C3%BChlscher+Garten/data=!4m7!3m6!1s0x4709cf432ff8f3eb:0x5e1d403767b0a3dc!8m2!3d51.0520446!4d13.7453439!16s%2Fg%2F1tvgt14j!19sChIJ6_P4L0PPCUcR3KOwZzdAHV4?authuser=0&hl=en&rclk=1
sweet GREECE,4.6,"2,152",Greek restaurant,"Sankt Petersburger Straße, Eingang, Prager Zeile 32, 01069 Dresden, Germany",Dresden,Germany,https://sweetgreece.de/,+49 351 26050802,https://www.google.com/maps/place/sweet+GREECE/data=!4m7!3m6!1s0x4709cfc412f992ff:0xc7ae75e97f4d60b!8m2!3d51.0428287!4d13.7358012!16s%2Fg%2F11g2_c3mzk!19sChIJ_5L5EsTPCUcRC9b0l17negw?authuser=0&hl=en&rclk=1
Kinh-Do,4.3,"1,300",Vietnamese restaurant,"Weiße Gasse 4, 01067 Dresden, Germany",Dresden,Germany,https://kinhdo-dresden.de/,+49 351 2137624,https://www.google.com/maps/place/Kinh-Do/data=!4m7!3m6!1s0x4709cf5d9f35017d:0xf5e22f5dc713be6d!8m2!3d51.048979!4d13.7404961!16s%2Fg%2F1tc_v99x!19sChIJfQE1n13PCUcRbb4Tx10v4vU?authuser=0&hl=en&rclk=1
Felix Restaurant,4.3,"1,217",NA,"Kleine Brüdergasse 1-5, 01067 Dresden, Germany",Dresden,Germany,https://dein-felix.de/,+49 351 32033960,https://www.google.com/maps/place/Felix+Restaurant/data=!4m7!3m6!1s0x4709cf67cabb4fed:0xbb9a92fa52adf3cb!8m2!3d51.0516142!4d13.7346703!16s%2Fg%2F11c5842xvw!19sChIJ7U-7ymfPCUcRy_OtUvqSmrs?authuser=0&hl=en&rclk=1
Restaurant Moritz,4.7,166,Restaurant,"Rampische Str., 01067 Dresden, Germany",Dresden,Germany,http://www.moritz-dresden.de/,+49 351 417270,https://www.google.com/maps/place/Restaurant+Moritz/data=!4m7!3m6!1s0x4709cf42cb695fa1:0x845ea425ad0be3a0!8m2!3d51.051621!4d13.742519!16s%2Fg%2F11_tdw0yt!19sChIJoV9py0LPCUcRoOMLrSWkXoQ?authuser=0&hl=en&rclk=1
Dresden,NA,NA,NA,NA,Dresden,NA,NA,NA,https://www.google.com/maps/place/Dresden/data=!4m7!3m6!1s0x4709cf29101ad6a9:0x421b1cb4288feb0!8m2!3d51.0504088!4d13.7372621!16zL20vMDliOW0!19sChIJqdYaECnPCUcRsP6IQsuxIQQ?authuser=0&hl=en&rclk=1
Restaurant finesse,4.9,325,German restaurant,"Schützengasse 13, 01067 Dresden, Germany",Dresden,Germany,http://www.restaurant-finesse.de/,+49 351 48454930,https://www.google.com/maps/place/Restaurant+finesse/data=!4m7!3m6!1s0x4709cf71d6381205:0x7ed09ca21b42a69d!8m2!3d51.0543054!4d13.7268037!16s%2Fg%2F1w4f6tp_!19sChIJBRI41nHPCUcRnaZCG6Kc0H4?authuser=0&hl=en&rclk=1
Restaurant Odessa,4.6,"1,443",Ukrainian restaurant,"Ostra-Allee 11, 01067 Dresden, Germany",Dresden,Germany,http://www.odessa-restaurant.de/,+49 351 26358990,https://www.google.com/maps/place/Restaurant+%22Odessa%22/data=!4m7!3m6!1s0x4709cf658b20bc1b:0x59658e5b665c9772!8m2!3d51.0531303!4d13.7312308!16s%2Fg%2F1tj907nz!19sChIJG7wgi2XPCUcRcpdcZluOZVk?authuser=0&hl=en&rclk=1
Shamrock Irish Bar & Restaurant,4.4,"4,846",Irish pub,"Wilsdruffer Str. 20, 01067 Dresden, Germany",Dresden,Germany,http://www.shamrock-dresden.de/,+49 351 4865935,https://www.google.com/maps/place/Shamrock+Irish+Bar+%26+Restaurant/data=!4m7!3m6!1s0x4709cf663456927b:0x24ca6ba17176c382!8m2!3d51.0508373!4d13.7365918!16s%2Fg%2F1td758tg!19sChIJe5JWNGbPCUcRgsN2caFryiQ?authuser=0&hl=en&rclk=1
Gaststätte Oma,4.7,"2,466",German restaurant,"Cossebauder Str. 15, 01157 Dresden, Germany",Dresden,Germany,http://www.oma-opa.de/oma-360.php,+49 351 4222066,https://www.google.com/maps/place/Gastst%C3%A4tte+Oma/data=!4m7!3m6!1s0x4709cfed4387139f:0x9258b71974f8561b!8m2!3d51.0597487!4d13.6831428!16s%2Fg%2F1tfm052y!19sChIJnxOHQ-3PCUcRG1b4dBm3WJI?authuser=0&hl=en&rclk=1
Radeberger Spezialausschank,4.4,"1,346",German restaurant,"Terrassenufer 1, 01067 Dresden, Germany",Dresden,Germany,http://www.radeberger-spezialausschank.de/,+49 351 4848660,https://www.google.com/maps/place/Radeberger+Spezialausschank/data=!4m7!3m6!1s0x4709cf683c2b8d0d:0x8e5f54008de3c176!8m2!3d51.053703!4d13.7397397!16s%2Fg%2F1vmr02pr!19sChIJDY0rPGjPCUcRdsHjjQBUX44?authuser=0&hl=en&rclk=1
Burgerlich,4.4,"4,151",Hamburger restaurant,"Prager Str. 4, 01069 Dresden, Germany",Dresden,Germany,https://www.burgerlich.com/,+49 351 48249628,https://www.google.com/maps/place/Burgerlich/data=!4m7!3m6!1s0x4709cf60798fd649:0x5734d9e862d7933f!8m2!3d51.0443185!4d13.7359994!16s%2Fg%2F11d_wzxgyx!19sChIJSdaPeWDPCUcRP5PXYujZNFc?authuser=0&hl=en&rclk=1
Schwindts Restaurant,4.8,980,Restaurant,"Bodenbacher Str. 120, 01277 Dresden, Germany",Dresden,Germany,http://www.schwindts.de/,+49 351 2598502,https://www.google.com/maps/place/%22Schwindts%22+Restaurant/data=!4m7!3m6!1s0x4709c62fa0b5a903:0x4b329cd7d989c8fd!8m2!3d51.0257911!4d13.8042547!16s%2Fg%2F1tgb61qb!19sChIJA6m1oC_GCUcR_ciJ2decMks?authuser=0&hl=en&rclk=1
